listing_id,title,description,address,detail_url,department_slug,department,department_real,city,neighborhood,locality,zone,latitude,longitude,price_cop,admin_fee_cop,bedrooms,bathrooms,area_m2,area_built_m2,stratum,floor,floors_count,antiquity,construction_year,garages,amenities,is_new_project,owner_type,owner_name,image_count,main_image_url,listing_created_at,listing_updated_at,source_page,scraped_at,run_started_at
192967704,"Apartamento en Venta en Laureles, Medellín","Se vende apartamento de 107 mt2, consta de 3 habitaciones, 2 con closet 
Habitación principal con baño privado y vestier, 1 baño social, 1 baño de servicio.
Calentador, red de gas., Balcón, Zona de ropas
Parqueadero doble lineal.

Unidad cerrada con Piscina, gimnasio y salon social.

Cerca al primer parque de Laureles.",Transversal 40a # 39 50,https://www.fincaraiz.com.co/apartamento-en-venta-en-laureles-medellin/192967704,resto-de-colombia,Resto de Colombia,Antioquia,Medellín,Laureles,,Occidente,6.2462384,-75.5970478,1100000000,0,3,2,107,,5,5,0,3,,2,Acceso Pavimentado; Ascensor; Balcón; Barra estilo americano; Baño Auxiliar; Baño Independiente; Calentador; Cerca de Zona Urbana; Circuito cerrado de TV; Citófono; Closet; Cochera; Cocina Integral; Colegios / Universidades; Comedor auxiliar; Cuarto de servicio; En conjunto cerrado; Garaje(s); Gimnasio; Piscina; Piso en Baldosa /  Mármol; Portería / Recepción; Salón Comunal; Sobre vía principal; Supermercados / C.Comerciales; Trans. Público cercano; Vigilancia; Zona Residencial,False,inmobiliaria,BEMSA,20,https://cdn2.infocasas.com.uy/repo/img/69b99149dacb0_infocdn__gr185818420251009023958jpg.jpg,2025-10-09,2026-06-17,1912,2026-07-25T22:27:32.230235+00:00,2026-07-24T10:12:09.128413+00:00
192766038,"Apartamento en Venta en Poblado Del Sur, La estrella","Esta hermosa casa de 170 m² construidos está distribuida en 3 niveles, ofreciendo un espacio amplio y bien aprovechado. Cuenta con 3 habitaciones, de las cuales 2 están dotadas de baño privado, brindando comodidad y privacidad. Además, dispone de un baño social adicional, ideal para visitas o convivencias familiares.

La cocina es amplia y abierta, creando un ambiente perfecto para compartir en familia mientras se preparan deliciosos platos. Los espacios sociales de la casa son luminosos y ventilados, garantizando una atmósfera acogedora y funcional para disfrutar del día a día.

Ubicada en una unidad residencial que cuenta con zonas comunes completas, como piscina, gimnasio y salón social, es el lugar perfecto para disfrutar de momentos de esparcimiento y compartir con los seres queridos. Esta casa es ideal para quienes buscan un hogar con amplios espacios, en un entorno seguro y con excelentes comodidades para toda la familia. ***",CL 77A 55 110 alabama casa 6,https://www.fincaraiz.com.co/apartamento-en-venta-en-poblado-del-sur-la-estrella/192766038,resto-de-colombia,Resto de Colombia,Antioquia,La estrella,Poblado Del Sur,,,6.1583092,-75.6372088,900000000,392000,3,3,170,170,4,0,0,3,,2,Balcón; Barra estilo americano; Baño Auxiliar; Baño compartido; Bombas de gasolina; Calentador; Canchas Deportivas; Cerca a sector comercial; Cerca centro comercial; Closet; Cocina Integral; Comedor; Cómodas vias de acceso; Depósito / Bodega; En conjunto cerrado; Estudio; Garaje / Parqueadero(s); Garaje Cubierto; Instalación de gas; Parqueadero Visitantes; Patio; Piscina; Sobre vía secundaria; Supermercados / C.Comerciales; Trans. Público cercano; Ventilación Natural; Vigilancia 24x7; Vigilancia privada 24*7; Zona de lavandería; Zona Infantil; Zona Residencial; Zonas Verdes; Árboles frutales,False,inmobiliaria,BEMSA,10,https://cdn2.infocasas.com.uy/repo/img/69af3f419357b_infocdn__4tdkkmulxkblcyeyqs7ddji26rke-l2228aaptgatxqtz-7vszvyncva8hbss1snhuraydf38sgory5ffoa815ubumibgxjegispcjyqfmwo.jpeg,2025-08-19,2026-06-17,1912,2026-07-25T22:27:32.230301+00:00,2026-07-24T10:12:09.128413+00:00
193794089,"Apartamento en Venta en El Poblado, Medellín","Apartamento en venta en Medellín, sector El Poblado. Cuenta con 3 habitaciones con clóset y vestier, baños cabinados, sala-comedor, cocina integral, zona de ropas y balcón, ofreciendo espacios cómodos, funcionales y con excelente iluminación natural. Sus muy buenos acabados lo convierten en una excelente opción para vivir o invertir.
La unidad residencial dispone de portería 24 horas, piscina, salón social y parque infantil, brindando bienestar y espacios ideales para el disfrute familiar.
Ubicado en una zona residencial tranquila, al lado de la Universidad CES y cerca de la iglesia El Marianito y supermercado Carulla, con fácil acceso a vías principales, transporte público y una amplia oferta de servicios.  Contáctanos y agenda tu visita. ***",CARRERA 25 10- 40,https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/193794089,resto-de-colombia,Resto de Colombia,Antioquia,Medellín,El Poblado,,Suroriente,6.2082264,-75.5544107,950000000,644600,3,2,102,102,5,0,0,4,,1,Ascensor; Balcón; Baño compartido; Calentador; Closet; Cocina Integral; Comedor; En conjunto cerrado; Garaje Cubierto; Hall de Alcobas; Instalación de gas; Piscina; Piso en Baldosa /  Mármol; Portería / Vigilancia; Salón Comunal; Vigilancia 24x7; Vigilancia privada 24*7; Zona de lavandería; Zona Infantil; Zonas Verdes,False,inmobiliaria,Arrendamientos Envigado,17,https://cdn2.infocasas.com.uy/repo/img/6a32d16e84b90_infocdn__3eb6a3e8-1ef4-48b0-81d6-da7bb6540d94.jpeg,2026-05-25,2026-06-17,1912,2026-07-25T22:27:32.230336+00:00,2026-07-24T10:12:09.128413+00:00
192203745,"Apartamento en  Venta en Loma de las brujas, Envigado","Se vende apartamento muy bien ubicado con un area de130mts², cuenta con 3 habitaciones con clóset, 4 baños encabinados, cocina integral amplia, balcón amplio, excelente iluminación natural, parqueadero y cuarto útil. 2 ascensores. esta ubicado en envigado. la unidad es completa cuenta con gimnasio, piscina, sauna y turco. ***",NA,https://www.fincaraiz.com.co/apartamento-en-venta-en-loma-de-las-brujas-envigado/192203745,resto-de-colombia,Resto de Colombia,Antioquia,Envigado,Loma de las brujas,,,6.1586654,-75.5749405,990000000,0,3,4,130,130,5,0,0,2,,1,Ascensor; Balcón; Baño Auxiliar; Calentador; Canchas Deportivas; Cerca a sector comercial; Cerca centro comercial; Closet; Colegios / Universidades; Comedor; Depósito / Bodega; En conjunto cerrado; En zona residencial; Garaje / Parqueadero(s); Gimnasio; Instalación de gas; Parques cercanos; Piscina; Piso en Baldosa /  Mármol; Restaurantes; Salón Comunal; Sauna / Turco / Jacuzzi; Sauna / Turco / Jacuzzi; Servicios Públicos; Shut de basura; Sobre vía secundaria; Supermercados / C.Comerciales; Trans. Público cercano; Ventilación Natural; Vigilancia 24x7; Vigilancia privada 24*7; Zona de lavandería; Zona Infantil; Zona Residencial; Zonas Verdes; Área Urbana,False,inmobiliaria,BEMSA,22,https://cdn2.infocasas.com.uy/repo/img/68fbe0d0e9749_infocdn__holgvjkt3anjohfwjptycot8oaan2uj7xugzqudkprhmlbh4g8lucov6uqw-n-ulxsgrfyycpifioxzqyvhsbwlse2lybt8d0jmbfkjle3oubw.jpeg,2025-03-28,2026-06-17,1912,2026-07-25T22:27:32.230363+00:00,2026-07-24T10:12:09.128413+00:00
193625700,"Apartamento en Venta en Las palmas, Medellín","Apartamento ubicado en el Poblado, via las Palmas, con vía de acceso exclusiva para la unidad. 

 

ÚLTIMO PISO, ¡La mejor vista de Medellín!

 

96.50 mts2.

3 habitaciones con closet.

2 baños cabinados en cristal con ducha.

Vestier.

Zona de ropas.

Salón comedor muy amplio.

Cocina integral con Horno y campana de extracción.

Cortinas incluídas con protección UV.

Espectacular balcón de 13 mts con vista a toda la ciudad.

Parqueadero doble con cuarto útil. Cerca a los ascensores.

La unidad cuenta con:

- Vigilancia 24h.

- Gimnasio muy bien dotado.

- Sky Deck con jacuzzis y solárium.

- 3 Piscinas

- 2 Canchas de squash. 

- Cancha de micro futbol y baloncesto.

- Zona de coworking. 

- Salón social.

- Amplia zona de mascotas.

- Zona de juegos infantiles.

- Minimercado.",Carrera 31 # 19-445,https://www.fincaraiz.com.co/apartamento-en-venta-en-las-palmas-medellin/193625700,resto-de-colombia,Resto de Colombia,Antioquia,Medellín,Las palmas,,Nororiente,6.2243716356657,-75.561904907227,980000000,360000,3,2,96,96,6,0,0,2,,2,Acceso Pavimentado; Ascensor; Balcón; Barra estilo americano; Baño Auxiliar; Baño Independiente; Calentador; Cerca de Zona Urbana; Circuito cerrado de TV; Closet; Cocina Integral; Depósito / Bodega; En conjunto cerrado; Estudio; Garaje(s); Gimnasio; Instalación de gas; Parqueadero Visitantes; Parques cercanos; Piscina; Portería / Recepción; Salón Comunal; Supermercados / C.Comerciales; Trans. Público cercano; Vigilancia; Zona de lavandería; Zona Residencial,False,inmobiliaria,BEMSA,7,https://cdn2.infocasas.com.uy/repo/img/69ddd91e93b0e_infocdn__gr185818120260413115253jfif.jfif,2026-04-13,2026-06-17,1912,2026-07-25T22:27:32.230391+00:00,2026-07-24T10:12:09.128413+00:00
192829212,Apartamento en Venta en Medellín,"Apartamento en Llanogrande en parcelación en HARAS -  exclusiva PARCELACION  en el Km 8 vía Llanogrande ,166 metros con una  ubicación privilegiada, estando cerca de todos los sitios de interés de Llanogrande pero fuera de la zona de alto tráfico, está a solo 500 metros de Crepes , El Corral y Jardines de Llanogrande vía hacia el Retiro sobre vía Llanogrande. Excelente balcón con vista hacia el lago , cocina abierta con acabados modernos, habitacion de servicio y zona amplia de labores. Sala y comedor con hall de alcobas. 3 habitaciones con baño cada uno y una de ellas con vestier y las otras con closet. Vistas panorámicas . PARA ESTRENAR . Edificio con amplias zonas sociales, salón de lectura, billar, juegos infantiles, salón social. Lugares cercanos: Mall Llanogrande, Complex Llanogrande, Crepes & Waffles, El Corral. 2 parqueaderos y un cuarto util.",haras de santa lucia,https://www.fincaraiz.com.co/apartamento-en-venta-en-medellin/192829212,resto-de-colombia,Resto de Colombia,Antioquia,Medellín,Medellín,,Occidente,6.2579101,-75.6069872,2600000000,1175000,3,3,166,,6,3,0,2,,2,Balcón; Barra estilo americano; Baño Auxiliar; Baño Independiente; Closet; Cocina Equipada; Cocina Integral; Cocina tipo Americano; Cuarto de servicio; Depósito / Bodega; Despensa; Estudio; Hall de Alcobas; Vista panorámica; Zona de lavandería,False,inmobiliaria,BEMSA,40,https://cdn2.infocasas.com.uy/repo/img/69dffc67067a8_infocdn__gr185818620250826112923jpeg.jpeg,2025-09-03,2026-06-17,1912,2026-07-25T22:27:32.230419+00:00,2026-07-24T10:12:09.128413+00:00
192096027,"Apartamento en  Venta en Gratamira, Bogotá","Al entrar encontramos una sala doble, con chimenea que conecta con una de las terrazas, permitiendo una hermosa vista panorámica de la ciudad. Se encuentra tambien el baño social. Luego encontramos de manera integrada, pero independiente el comedor, con salida a otra terraza, que comparte con la cocina integral muy comoda, que se complementa con zona de ropas, cuarto y baño de servivio. la zona de habitaciones, se divide con una puerta en el hall de alcobas, para mayor privacidad.
El family room cuenta tambien con un balcon. Encontramos la habitación principal, con dos ventanas amplias con paisajes a la vista, esta habitación cuenta con baño amplio y walking closet.
Las dos habitaciones auxiliares, tambien tienen baño privado en suit cada una, con closet de pared a pared.
El apartamento se complementa con dos depósitos y dos parqueaderos en línea, para un total de 4 parqueaderos cubiertos.
La zonas sociales tienen senderos peatonales, bosques, gimnasio, cancha de squash, cancha de tenis, zona infantil, salon comunal.",Carrera 78A #131-63,https://www.fincaraiz.com.co/apartamento-en-venta-en-gratamira-bogota/192096027,resto-de-colombia,Resto de Colombia,"Bogotá, d.c.",Bogotá,Gratamira,Suba,Zona norte,4.72594,-74.0773,1951000000,2080000,3,4,247.3,247.3,6,6,6,3,,4,Ascensor; Ascensor(es) inteligente(s); Bahía exterior de parqueo; Balcón; Barra estilo americano; Baño Auxiliar; Baño de Servicio; Baño Independiente; Baños comunales; Calentador; Cancha de Squash; Cancha de Tennis; Canchas Deportivas; Cerca centro comercial; Cerca de Zona Urbana; Chimenea; Citófono; Closet; Cocina Integral; Cocina tipo Americano; Colegios / Universidades; Comedor; Comedor auxiliar; Cuarto de servicio; Disponibilidad WiFi; En condominio; En conjunto cerrado; En zona residencial; Estudio; Garaje / Parqueadero(s); Garaje(s); Gimnasio; Hall de Alcobas; Instalación de gas; Jardín; Parqueadero Visitantes; Parques cercanos; Piso en Baldosa /  Mármol; Piso en cemento; Planta Eléctrica; Portería / Recepción; Pozo de agua natural; Salón Comunal; Salón de videoconferencias; Senderos ecológicos; Sensor de movimiento; Servicio de Internet; Servicio de Lavandería; Servicios independientes; Servicios Públicos; Shut de basura; Supermercados / C.Comerciales; Sístema de riego; Terraza; Todos los Servicios; Trans. Público cercano; Ventilación Natural; Zona Campestre; Zona Comercial; Zona de lavandería; Zona Infantil; Zona Residencial; Área Urbana,False,inmobiliaria,Engel & Völkers,24,https://cdn2.infocasas.com.uy/repo/img/6a49a59c69c6a_infocdn__e1f383f8-e8d6-432e-93d2-80b73fd40b85jpg.jpg,2025-03-04,2026-07-04,1912,2026-07-25T22:27:32.230448+00:00,2026-07-24T10:12:09.128413+00:00
194006806,Apartamento en Venta en Sabaneta,"Apartamento en venta en unidad cerrada ubicada en sector residencial, cerca a supermercados, colegios, almacenes de cadena, con fácil acceso y salida a vías principales, rutas de transporte público y gran variedad de servicios complementarios de la zona. Cuenta con piso en baldosa y madera, sala comedor, 3 alcobas con Vestier y baño en la principal, baño social, cocina integral abierta tipo americano, zona de ropas, terraza, útil y parqueaderos paralelos e independientes cubiertos. Conjunto cerrado con ascensores, piscina, gimnasio, salón social, sauna, turco, zonas verdes, vigilancia y portería 24 horas y circuito cerrado de TV. Inmuebles sujetos a verificación de disponibilidad.","Vegas de San José, Sabaneta, Antioquia, Colombia",https://www.fincaraiz.com.co/apartamento-en-venta-en-sabaneta/194006806,resto-de-colombia,Resto de Colombia,Antioquia,Sabaneta,Sabaneta,,,6.1443344,-75.6196743,970000000,0,3,3,135,135,4,0,1,2,,3,Ascensor; Calentador; Circuito cerrado de TV; En conjunto cerrado; Garaje(s); Gimnasio; Parqueadero Visitantes; Piscina; Sauna / Turco / Jacuzzi; Supermercados / C.Comerciales; Terraza; Trans. Público cercano; Vigilancia; Zona de lavandería; Zonas Verdes,False,inmobiliaria,Prointegral,20,https://cdn2.infocasas.com.uy/repo/img/6a5b7fd69239d_infocdn__6029ljnxor6ighkocqhy3erye0yqfnhk96s8iwcdjpg.jpg,2026-07-18,2026-07-18,1912,2026-07-25T22:27:32.230499+00:00,2026-07-24T10:12:09.128413+00:00
193147634,"Apartamento en Venta en La faena, Bogotá","Espectacular apartamento en venta en el conjunto Mirador Jaboque, zona residencial y comercial , cerca a supermercados como D1, a media hora del Portal 80. El apartamento tiene un are 45 m2, consta de sala comedor, cocina semintegral, espacio para ropas, dos habitaciones , un baño. Información adicional por favor contáctenos al emailyamile.cifuentesinmobiliariabogota.com o al teléfono ***. El equipo inmobiliario de Bogotá esta comprometido a brindar una experiencia de vida excepcional. ***",CL 70A BIS 121A 30 TO 2 AP 506,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-faena-bogota/193147634,resto-de-colombia,Resto de Colombia,"Bogotá, d.c.",Bogotá,La faena,,Zona Noroccidente,4.7165686,-74.1370296,190000000,0,2,1,41,41.35,3,0,0,2,,0,Alcantarillado; Ascensor; Baño Auxiliar; Cerca a sector comercial; Cocina Integral; Comedor; Cómodas vias de acceso; En conjunto cerrado; Escalera de Emergencia; Garaje(s); Gimnasio; Instalación de gas; Restaurantes; Salón Comunal; Servicios Públicos; Sobre vía secundaria; Supermercados / C.Comerciales; Terraza; Trans. Público cercano; Ventilación Natural; Vigilancia 24x7; Vivienda Bifamiliar; Zona de BBQ; Zona de lavandería; Zona Infantil; Zona Residencial; Área Urbana,False,inmobiliaria,Inmobiliaria Bogotá S.A.S,20,https://cdn2.infocasas.com.uy/repo/img/69738127b66f9_infocdn__qnwes6jjmbvejojej49yu1cmrpobwmw1mjuvwd9gxcumdktj5oztedqwb-hx0rgtgh1nipvgraczpkmour7wqrq6dz9zleatfswqah6zgzyt.jpeg,2025-11-27,2026-06-13,1912,2026-07-25T22:27:32.230536+00:00,2026-07-24T10:12:09.128413+00:00
193981447,"Apartamento en Venta en Colina Campestre, Bogotá","Apartamento en venta | Piso 2 | 54 m2
?Colina Campestre

Cerca a vías principales - Av Boyacá, Calle 153, Calle 163, Calle 170. Carulla Colina, CC Parque Colina, Farmatodos, transporte de fácil acceso y más. 

Cuenta con: 

3 habitaciones | 1 baño | Cocina |Sala comedor | Zona de lavado | Depósito | Parqueadero comunal  (La administración alquila parqueaderos para aquellos que no tienen parqueadero propio)

Portería | Salón comunal | Recepción 

Admon $260.000
Valor inmueble $330.000.000
¡Agenda tu visita! https://wa.me/573025099917","Carrera 58C #152B-22, Bogotá, Colombia",https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/193981447,resto-de-colombia,Resto de Colombia,"Bogotá, d.c.",Bogotá,Colina Campestre,Suba,Zona norte,4.7394217,-74.0622063,330000000,260000,3,0,54,54,4,2,0,4,,0,Calentador; Circuito cerrado de TV; Citófono; Cocina Integral; Colegios / Universidades; Depósito / Bodega; En conjunto cerrado; Hall de Alcobas; Instalación de gas; Parques cercanos; Portería / Recepción; Salón Comunal; Supermercados / C.Comerciales; Trans. Público cercano; Vigilancia; Zona de lavandería; Zona Infantil; Zona Residencial; Zonas Verdes,False,inmobiliaria,TELLEZ ORTIZ INMOBILIARIA SAS,18,https://cdn2.infocasas.com.uy/repo/img/6a52bda948688_infocdn__fotths5qlhpw6fm0fthngv4ygndgn6wcdwmclzdujpg.jpg,2026-07-11,2026-07-21,1912,2026-07-25T22:27:32.230560+00:00,2026-07-24T10:12:09.128413+00:00
